id,data_registro,tipo_ocorrencia,descricao,status,nome_declarante,nome_autor,deleted
422,2025-07-19,Tráfico de Drogas,Necessitatibus illo cumque ea deleniti asperiores a similique.,Complementado,Kamilly Oliveira,Kaique Almeida,False
423,2025-09-10,Lesão Corporal,Tenetur enim officiis quae ipsam.,Cancelado,Caroline Araújo,Dr. Yago Siqueira,False
424,2025-08-09,Danos Materiais,Itaque voluptates modi fuga.,Em Análise,Lucas Pinto,Maria Sophia Carvalho,False
425,2025-06-28,Receptação,Quaerat veniam deleniti totam eaque alias officiis odit.,Aguardando Validação,Melissa Lopes,Daniel Gomes,False
426,2025-08-11,Encontro de Pessoa,Dolor dignissimos illo voluptatum quod eaque voluptas facere.,Concluído,Srta. Olívia Gomes,Murilo Montenegro,False
427,2025-09-01,Roubo,Consequuntur reiciendis corrupti totam fugit facere aspernatur.,Concluído,Bella Cassiano,Eduarda da Rosa,False
428,2025-04-28,Tráfico de Drogas,Accusantium fuga perspiciatis enim sequi exercitationem.,Cancelado,Henry Gabriel Martins,Dra. Maria Sophia Dias,False
429,2025-09-03,Perturbação do Sossego/Tranquilidade,Alias laborum cumque expedita incidunt sint.,Em Análise,Rael Silva,Maria Luísa Mendes,False
430,2025-07-18,Furto,Laudantium quia optio voluptate vel.,Complementado,Ísis Correia,Alana Monteiro,False
431,2025-09-13,Posse de Drogas,Reiciendis quo rem dicta sed nam.,Registrado,Isabelly das Neves,Isadora Santos,False
432,2025-07-21,Maus-tratos a Animais,Eum quas totam.,Reaberto,Pedro Miguel Siqueira,Gustavo Henrique Cassiano,False
433,2025-02-17,Difamação,Error asperiores est consectetur.,Reaberto,Alana Lima,Juan Melo,False
434,2025-02-27,Tráfico de Drogas,Omnis tempore atque asperiores.,Cancelado,Alana Aragão,Valentina Cavalcante,False
435,2025-09-14,Crime Cibernético,Libero quae expedita sunt ut.,Cancelado,Kaique Cavalcante,Thiago Costa,False
436,2025-03-14,Embriaguez ao Volante,Consectetur quidem reprehenderit eum excepturi.,Aguardando Validação,Maria Fernanda Cavalcante,Vitor Hugo Duarte,False
437,2025-01-03,Lesão Corporal,Laborum facere molestias autem nisi vitae.,Concluído,Srta. Isabel da Cunha,Paulo Pires,False
438,2025-07-29,Posse de Drogas,Quibusdam aliquam maxime blanditiis architecto.,Em Investigação,Nicole Sampaio,Juan Carvalho,False
439,2025-07-21,Roubo,Culpa nam non incidunt similique rerum.,Reaberto,Gabriel Vargas,Igor Cunha,False
440,2025-04-06,Embriaguez ao Volante,Expedita provident sunt non.,Concluído,Srta. Maria Liz Viana,Sabrina Novais,False
441,2025-04-27,Receptação,Saepe quod minus pariatur praesentium illum.,Reaberto,Amanda Nascimento,André Peixoto,False
442,2025-02-05,Estelionato,Impedit voluptatem at asperiores magni animi fugit.,Complementado,Ana Julia Cirino,Léo Cirino,False
443,2025-01-30,Posse de Drogas,Deserunt debitis impedit et ipsum magni.,Suspenso,Srta. Alana Vasconcelos,Lara Cunha,False
444,2025-01-15,Estelionato,Iste aspernatur quia id ratione alias.,Concluído,Dr. Luiz Otávio Carvalho,Breno Barros,False
445,2025-03-14,Fraude,Cupiditate nisi esse consequuntur facilis adipisci quisquam.,Reaberto,Manuella Sá,Srta. Gabrielly Sá,False
446,2025-01-15,Violação de Medida Protetiva,Omnis blanditiis dolor magnam quia quam.,Cancelado,Dr. Arthur Gabriel Cavalcanti,Ana Beatriz Sá,False
447,2025-03-15,Tentativa de Suicídio,Mollitia quibusdam eveniet animi enim tenetur.,Em Investigação,Sr. Levi Sousa,Maria Clara Cassiano,False
448,2025-08-31,Ameaça,Quasi ullam commodi sint ab.,Suspenso,Elisa Andrade,José Miguel Albuquerque,False
449,2025-06-30,Embriaguez ao Volante,Vitae omnis placeat.,Complementado,Pedro Lucas Mendonça,Maria Laura Nascimento,False
450,2025-07-18,Desobediência,Nobis beatae adipisci porro cum consequatur odio.,Complementado,Maria Julia Fogaça,Anthony Gabriel Rocha,False
451,2025-03-26,Posse de Drogas,Quas voluptates officia.,Complementado,Cecília da Costa,Ana Laura Novais,False
452,2025-04-25,Encontro de Pessoa,Sequi quidem praesentium adipisci nulla.,Encaminhado,Dra. Rebeca Rezende,Zoe Fernandes,False
453,2025-08-16,Calúnia,Sunt commodi aperiam cupiditate.,Suspenso,Raul Viana,Luara Carvalho,False
454,2025-04-07,Tentativa de Suicídio,Alias qui et eum commodi.,Reaberto,Maria Fernanda da Rocha,Francisco da Costa,False
455,2025-05-19,Posse de Drogas,Provident porro quasi quis vel voluptatibus eos.,Reaberto,Yan Fogaça,Cauê Marques,False
456,2025-09-13,Embriaguez ao Volante,Cupiditate ut quo incidunt distinctio.,Concluído,Srta. Larissa Fonseca,Isaque da Conceição,False
457,2025-04-15,Violência Doméstica,Aperiam placeat voluptate rerum sapiente incidunt blanditiis.,Encaminhado,Benício Moura,Bruna Cavalcanti,False
458,2025-06-19,Posse de Drogas,Odit in quidem deserunt.,Cancelado,Olivia Mendonça,Dr. Davi da Mata,False
459,2025-10-11,Crime Cibernético,Assumenda ducimus ratione eveniet.,Encaminhado,Evelyn da Rosa,Dr. Matheus Cavalcanti,False
460,2025-06-17,Porte Ilegal de Arma,Libero dolor quo maxime enim beatae.,Arquivado,Maria Clara Cavalcante,Stella Pimenta,False
461,2025-07-06,Encontro de Pessoa,Fuga rem excepturi sunt rem.,Registrado,Lucas Mendes,Pietro Alves,False
462,2025-06-22,Perturbação do Sossego/Tranquilidade,Consectetur explicabo veniam excepturi quasi tenetur alias.,Reaberto,Bernardo Duarte,Dr. Marcos Vinicius Sales,False
463,2025-02-14,Encontro de Pessoa,Nobis dolores sequi dicta reiciendis fuga.,Registrado,Ana Cecília Fogaça,Liam Pereira,False
464,2025-08-23,Fraude,Animi odio culpa expedita.,Registrado,Srta. Isis Moraes,Dr. Thiago Alves,False
465,2025-07-12,Acidente de Trânsito,Incidunt perspiciatis porro dolorum sapiente est quis.,Cancelado,Miguel Moraes,Aurora Mendonça,False
466,2025-01-04,Lesão Corporal,Itaque harum nostrum maiores nam voluptatem.,Em Análise,Kaique Gonçalves,Olivia Ferreira,False
467,2025-05-28,Violência Doméstica,Minima laudantium voluptatibus similique.,Cancelado,João Gabriel Lopes,Sr. Arthur Gabriel Sá,False
468,2025-08-04,Acidente de Trânsito,Fugiat nostrum modi ratione.,Concluído,Sr. Dante Costela,Sr. Luiz Fernando Rocha,False
469,2025-07-19,Acidente de Trânsito,Quae ipsa fugiat reiciendis perspiciatis.,Suspenso,Srta. Maysa Rodrigues,Enzo Casa Grande,False
470,2025-07-21,Tráfico de Drogas,Quos recusandae ipsam aut dolores.,Suspenso,Murilo Rezende,Caroline da Paz,False
471,2025-10-01,Maus-tratos a Animais,Libero eaque id quis repellat facilis.,Aguardando Validação,Luísa da Cruz,Luiz Henrique Nogueira,False
472,2025-05-12,Violência Doméstica,Modi qui dolor non aperiam corrupti.,Arquivado,Catarina Sousa,João Vitor Mendonça,False
473,2025-01-26,Perturbação do Sossego/Tranquilidade,Totam atque ipsam reiciendis fugit natus.,Registrado,Valentina Porto,Dr. Thiago Nunes,False
474,2025-05-05,Violação de Domicílio,Esse dicta praesentium.,Cancelado,Valentina Porto,Isaac Viana,False
475,2025-07-10,Encontro de Cadáver,Velit impedit rem soluta quisquam facilis nihil.,Cancelado,Ana Laura Alves,Ryan Costela,False
476,2025-06-17,Posse de Drogas,Ex architecto dolores quo alias aliquam laborum optio.,Concluído,José Aparecida,Maria Clara Freitas,False
477,2025-09-27,Violação de Medida Protetiva,Sed aperiam quisquam quisquam.,Cancelado,Maria Vitória da Rosa,Pedro Sousa,False
478,2025-02-07,Crime Cibernético,Adipisci dicta ipsa.,Em Análise,Ana Carolina Cavalcante,Sra. Maria Julia Siqueira,False
479,2025-02-18,Violação de Domicílio,Rerum est repellendus sequi.,Aguardando Validação,Dra. Julia Cassiano,Fernando Silva,False
480,2025-08-18,Receptação,Deserunt odio ducimus quidem est quo sequi.,Aguardando Validação,Gustavo Henrique Sá,Dr. Matteo da Paz,False
481,2025-08-28,Ameaça,Nulla quod repellendus blanditiis esse rem.,Cancelado,Ana Beatriz Barbosa,Apollo Almeida,False
482,2025-01-01,Difamação,At voluptates dolor quam numquam deleniti hic.,Arquivado,Srta. Alexia Rezende,Hadassa Novais,False
483,2025-04-17,Crime Cibernético,Delectus aspernatur quam facere cumque laboriosam ducimus.,Registrado,João Gabriel Aragão,Srta. Juliana Cardoso,False
484,2025-05-25,Tentativa de Suicídio,Reiciendis nulla mollitia pariatur et.,Registrado,Hellena Pimenta,Asafe Gonçalves,False
485,2025-07-19,Desobediência,Suscipit non aliquid vero occaecati ipsa unde.,Arquivado,Maria Flor da Mata,Isadora Costa,False
486,2025-10-20,Maus-tratos a Animais,Ad rerum quisquam eum beatae eligendi.,Reaberto,Sr. João da Luz,Srta. Luiza Machado,False
487,2025-09-19,Crime Cibernético,Blanditiis sapiente distinctio.,Concluído,Sr. Yuri Alves,Dra. Maya Peixoto,False
488,2025-03-17,Encontro de Cadáver,Explicabo quisquam sed ab.,Arquivado,Guilherme Macedo,Marcelo Moreira,False
489,2025-08-21,Roubo,Nam repellat illo repudiandae fugit ipsum.,Arquivado,Valentim Mendonça,Srta. Maria Helena Câmara,False
490,2025-03-29,Homicídio,Consequatur at fugit nemo cupiditate iusto fugiat.,Registrado,Vitor Hugo Ferreira,Brenda da Mota,False
491,2025-08-16,Injúria,Pariatur atque harum earum cumque eaque ut.,Arquivado,Anthony Correia,Lorenzo Fernandes,False
492,2025-05-15,Maus-tratos a Animais,Sunt voluptatum velit corporis repellat amet eum.,Cancelado,Luiza Fogaça,Isabella Novaes,False
493,2025-10-18,Ameaça,Laudantium deleniti est non hic.,Suspenso,Mariane Rocha,Rafaela Azevedo,False
494,2025-10-09,Desaparecimento de Pessoa,Occaecati voluptate reiciendis.,Aguardando Validação,Arthur Gabriel Andrade,João Miguel Pinto,False
495,2025-01-05,Homicídio,Rerum voluptatem nisi voluptatum libero.,Concluído,Beatriz Castro,Sra. Maria Júlia Abreu,False
496,2025-06-26,Porte Ilegal de Arma,Quidem iure tempore quae.,Suspenso,Davi Miguel Lopes,Juan da Cruz,False
497,2025-03-07,Receptação,Consequuntur cumque maxime nesciunt.,Concluído,Maysa Almeida,Marcos Vinicius Fernandes,False
498,2025-07-01,Desacato,Suscipit quod non vel exercitationem quod quos debitis.,Cancelado,Dra. Raquel Vargas,Ian Sá,False
499,2025-05-16,Perturbação do Sossego/Tranquilidade,Numquam cumque nemo voluptates est sed.,Aguardando Validação,Ana Cavalcanti,Srta. Heloisa Novaes,False
500,2025-02-10,Posse de Drogas,Mollitia alias possimus mollitia suscipit.,Encaminhado,Eduardo Ferreira,Sr. Josué da Mata,False
501,2025-05-17,Encontro de Cadáver,Dignissimos ducimus ipsa odio ut possimus minima.,Em Análise,Kevin Correia,Srta. Joana Moura,False
502,2025-01-29,Embriaguez ao Volante,Beatae eos illum ratione.,Suspenso,Isabelly Siqueira,Luiz Felipe da Paz,False
503,2025-05-10,Violência Doméstica,Quisquam quis perferendis libero dolore labore.,Complementado,Dra. Camila Melo,Helena Aragão,False
504,2025-02-26,Injúria,Velit ab earum eaque.,Concluído,Isabel Gonçalves,Brayan Pimenta,False
505,2025-08-24,Tentativa de Suicídio,Cumque consectetur culpa architecto adipisci possimus ut.,Suspenso,Yasmin Pereira,Noah da Rosa,False
506,2025-06-05,Desobediência,Temporibus velit possimus officiis perspiciatis.,Aguardando Validação,Srta. Clarice Monteiro,Otávio Aparecida,False
507,2025-01-19,Outros,In voluptates perspiciatis tempora placeat magnam.,Suspenso,Ana Clara Oliveira,Dra. Ana Clara Pires,False
508,2025-10-05,Embriaguez ao Volante,Repudiandae molestiae tempore illum dolore praesentium odit.,Cancelado,Pedro Lucas Montenegro,Sofia Alves,False
509,2025-05-12,Desobediência,Atque modi dolore minima vel.,Registrado,Emanuel Farias,Davi Aragão,False
510,2025-04-08,Outros,Eaque qui aliquid impedit incidunt.,Complementado,Henrique Câmara,Eloá Nascimento,False
511,2025-06-22,Desaparecimento de Pessoa,Velit perspiciatis quod provident aperiam placeat beatae.,Registrado,Daniel Duarte,Dra. Evelyn Abreu,False
512,2025-03-16,Desacato,Nobis eveniet accusamus ea doloremque accusamus.,Em Análise,Maria Liz Novais,Arthur Gabriel Pires,False
513,2025-09-16,Maus-tratos a Animais,Enim exercitationem laboriosam dolorum.,Em Análise,Maria Clara Machado,Juliana Abreu,False
514,2025-03-17,Violação de Domicílio,Dolorem quo autem cupiditate aut nihil enim.,Suspenso,Sabrina Oliveira,Stella Albuquerque,False
515,2025-10-19,Encontro de Pessoa,Natus quidem ratione veniam tempora eum.,Cancelado,Dr. Mateus Albuquerque,Rhavi Castro,False
516,2025-08-25,Lesão Corporal,Quo laboriosam et perferendis.,Cancelado,Carolina Siqueira,Brayan Borges,False
517,2025-02-25,Estelionato,Laboriosam impedit velit blanditiis.,Em Análise,Bella Pimenta,Alícia Martins,False
518,2025-05-14,Tráfico de Drogas,Nam modi nulla sed occaecati.,Concluído,Dra. Isabelly Peixoto,Maria Cecília Mendonça,False
519,2025-04-30,Desobediência,Facere porro voluptate temporibus laudantium deserunt.,Complementado,Rebeca Cassiano,Ana Pereira,False
520,2025-03-17,Outros,Tempora laboriosam magnam porro aut totam.,Arquivado,Henry das Neves,Breno Carvalho,False
521,2025-06-02,Difamação,Enim nam eveniet qui corrupti sequi.,Em Investigação,Sophie Lopes,Heitor Cunha,False
522,2025-09-06,Difamação,Similique laboriosam deserunt tempora quos magni.,Reaberto,Elisa Cavalcanti,Théo Cunha,False
523,2025-07-08,Fraude,Quos dolor quod dolorum debitis.,Aguardando Validação,Eduarda Gonçalves,Sr. João Borges,False
524,2025-02-11,Fraude,Distinctio molestiae recusandae.,Em Análise,Kaique Farias,Eduarda Azevedo,False
525,2025-02-08,Acidente de Trânsito,Nam delectus optio cumque itaque hic.,Registrado,Isaque Novaes,Srta. Bruna Monteiro,False
526,2025-04-24,Difamação,Odio alias suscipit soluta ad quia.,Concluído,Luiz Felipe Castro,Emanuel Mendonça,False
527,2025-07-22,Crime Cibernético,Deserunt natus nemo sit harum nam eius.,Arquivado,Enzo Gabriel Casa Grande,Gabriel da Cunha,False
528,2025-01-13,Homicídio,Ullam harum magnam a reprehenderit.,Suspenso,Ian da Cruz,Bruno Macedo,False
529,2025-05-02,Calúnia,Nemo iure rem enim totam a.,Concluído,Rodrigo Azevedo,Gael Rocha,False
530,2025-03-14,Desobediência,Repellendus assumenda sint laborum occaecati recusandae cum.,Concluído,Yan da Conceição,Emanuelly Azevedo,False
531,2025-09-05,Perturbação do Sossego/Tranquilidade,Aspernatur aut nulla reprehenderit possimus magni.,Cancelado,Bento Araújo,Dra. Isis Guerra,False
532,2025-09-19,Desaparecimento de Pessoa,Non minus deserunt.,Encaminhado,Julia Montenegro,Rhavi Lopes,False
533,2025-06-13,Posse de Drogas,Accusantium laborum quia praesentium harum illo tenetur atque.,Suspenso,Sr. Benjamim Duarte,Amanda Freitas,False
534,2025-04-23,Ameaça,Rem sed minima quos.,Em Investigação,Sr. João da Costa,Guilherme Castro,False
535,2025-02-24,Encontro de Cadáver,Quia eius aspernatur doloremque dolor necessitatibus.,Em Análise,Marcelo Santos,João Vitor Souza,False
536,2025-04-21,Crime Cibernético,Sunt repellat alias qui deleniti.,Aguardando Validação,Luiz Miguel Siqueira,Anthony Gabriel Dias,False
537,2025-07-25,Desaparecimento de Pessoa,Ratione eaque numquam asperiores aperiam.,Registrado,Lucas Gabriel Melo,Rhavi Sousa,False
538,2025-05-24,Violação de Domicílio,Impedit voluptates earum nam.,Reaberto,Dra. Mariana da Cruz,Guilherme Rios,False
539,2025-07-20,Furto,Cupiditate esse beatae ratione quo officiis.,Registrado,Alícia Abreu,Antony Cunha,False
540,2025-06-26,Outros,Velit odio consequuntur at.,Suspenso,Emanuelly Melo,Bryan Machado,False
541,2025-07-30,Encontro de Cadáver,Ullam laborum autem maxime.,Encaminhado,Lívia Peixoto,Diogo Santos,False
542,2025-10-06,Violência Doméstica,Molestiae laboriosam nulla doloremque laborum.,Concluído,Dr. Gustavo Henrique Novais,Lucca Alves,False
543,2025-07-08,Violação de Domicílio,Sequi veritatis ullam rerum incidunt.,Complementado,Joaquim Mendes,Clarice Nogueira,False
544,2025-04-21,Danos Materiais,In dicta recusandae eius esse quas.,Arquivado,André Souza,Pietro Andrade,False
545,2025-04-17,Lesão Corporal,Qui porro magnam placeat illum modi vero.,Concluído,Vinicius da Luz,Augusto Vargas,False
546,2025-03-10,Receptação,Tempore aut distinctio consectetur eveniet non earum alias.,Complementado,Evelyn da Paz,Caleb Almeida,False
547,2025-05-23,Outros,Consequuntur ullam ad corrupti explicabo facere iure perspiciatis.,Aguardando Validação,Enzo Gabriel Gomes,Leandro Casa Grande,False
548,2025-06-14,Encontro de Pessoa,Nesciunt asperiores fuga vitae ut sit perspiciatis.,Complementado,Isis Castro,Cecilia Silveira,False
549,2025-06-26,Violação de Domicílio,Voluptas neque fugit libero facilis.,Registrado,Nicole Carvalho,Aurora Câmara,False
550,2025-04-25,Violação de Medida Protetiva,Perferendis veritatis numquam veniam nesciunt quo corrupti.,Em Investigação,Enzo Gabriel Aparecida,Sra. Maria Clara Mendonça,False
551,2025-08-28,Violência Doméstica,Enim minus debitis id quos consectetur.,Encaminhado,Ana Castro,Yan Martins,False
552,2025-07-08,Difamação,At sapiente quas.,Registrado,Ana Vitória da Paz,Davi Moura,False
553,2025-01-03,Tentativa de Suicídio,Et reprehenderit deserunt eos.,Concluído,Srta. Isabel Cassiano,Sr. Marcelo da Costa,False
554,2025-01-17,Fraude,Dignissimos architecto vel autem reiciendis rem eaque.,Concluído,Sra. Júlia Campos,Kamilly Castro,False
555,2025-07-16,Desacato,Aliquid accusamus aliquam voluptatibus quibusdam error officiis quaerat.,Encaminhado,Srta. Ana Carolina Peixoto,Sra. Fernanda Macedo,False
556,2025-06-25,Desobediência,Nostrum repellendus dolorem perferendis laborum.,Em Análise,Paulo Caldeira,Srta. Gabriela da Cunha,False
557,2025-03-25,Tentativa de Suicídio,Praesentium recusandae dolores suscipit ratione.,Aguardando Validação,Catarina Fernandes,Srta. Olívia Dias,False
558,2025-09-28,Perturbação do Sossego/Tranquilidade,Unde blanditiis quis totam.,Concluído,Kevin Sales,João Guilherme Monteiro,False
559,2025-03-25,Tentativa de Suicídio,Pariatur commodi vel ipsa.,Encaminhado,Maria Luiza Moraes,Maysa Brito,False
560,2025-06-16,Tráfico de Drogas,Voluptate quaerat aliquid quisquam explicabo suscipit.,Concluído,Cauã Cardoso,Maria Liz Camargo,False
561,2025-04-14,Violência Doméstica,Necessitatibus magnam itaque natus quis vitae.,Encaminhado,Gael Henrique da Cunha,Carlos Eduardo Leão,False
562,2025-10-13,Embriaguez ao Volante,Atque quos minus nesciunt nulla esse omnis.,Em Investigação,Pedro Lucas Rocha,Liz Vieira,False
563,2025-06-08,Lesão Corporal,Architecto nihil ducimus qui.,Registrado,João Felipe da Rosa,Mariana Sales,False
564,2025-10-01,Tentativa de Suicídio,Blanditiis quod omnis quia maiores rem nemo.,Registrado,Dr. Joaquim Brito,Dr. Davi Pastor,False
565,2025-08-22,Receptação,Soluta unde consequatur optio distinctio voluptatem.,Aguardando Validação,Vinicius Novais,Breno Pastor,False
566,2025-01-24,Receptação,Sapiente modi nesciunt temporibus.,Complementado,Ayla Dias,Lavínia da Cunha,False
567,2025-09-09,Outros,Cumque magni eum modi magni assumenda alias.,Suspenso,Sr. Pedro Lucas da Mota,Sarah Lopes,False
568,2025-07-22,Violação de Domicílio,Tempora minima nemo occaecati.,Concluído,Benjamim Sousa,Pedro Henrique Barros,False
569,2025-08-30,Difamação,Ad hic soluta iure distinctio minus dolor.,Complementado,Sr. Josué Pastor,Alice Rodrigues,False
570,2025-07-07,Ameaça,Assumenda dicta fugiat maiores deleniti expedita.,Registrado,Valentim Albuquerque,Alícia Alves,False
571,2025-09-12,Porte Ilegal de Arma,Mollitia perspiciatis nobis corrupti.,Em Investigação,Vitor Hugo Marques,Juliana Marques,False
572,2025-05-31,Acidente de Trânsito,Dignissimos eligendi temporibus commodi quisquam beatae.,Aguardando Validação,Noah Fogaça,Yuri da Costa,False
573,2025-09-01,Receptação,Ut consectetur delectus quo.,Aguardando Validação,Davi Lucas Brito,Nicolas Rocha,False
574,2025-04-28,Acidente de Trânsito,Asperiores quibusdam laudantium quis.,Em Investigação,Ana Carolina Silva,Renan Novaes,False
575,2025-02-03,Embriaguez ao Volante,Et totam illum quidem ipsum fugit.,Cancelado,Benjamim Pimenta,Evelyn Vargas,False
576,2025-02-21,Ameaça,Placeat rem ratione error.,Complementado,Ana Cecília Novais,Maria Luiza da Costa,False
577,2025-08-19,Homicídio,Autem voluptatem nihil.,Arquivado,Srta. Bianca Araújo,Renan da Mata,False
578,2025-02-19,Fraude,Nobis libero asperiores distinctio reprehenderit animi sit molestias.,Suspenso,Maitê Cirino,Renan Oliveira,False
579,2025-04-01,Maus-tratos a Animais,Voluptate adipisci officiis error consectetur.,Complementado,Sra. Heloisa Aragão,Sr. Vitor Gabriel Farias,False
580,2025-01-31,Ameaça,Esse sapiente iste aliquam earum.,Em Investigação,Bruno da Mata,Carolina Ferreira,False
581,2025-06-29,Desaparecimento de Pessoa,Consequuntur sed corrupti.,Em Investigação,Sra. Alice Garcia,Stephany Cavalcante,False
582,2025-05-22,Outros,Quidem qui corrupti.,Reaberto,Davi Lucas Casa Grande,Sara Abreu,False
583,2025-01-23,Outros,Voluptatem quas facere reiciendis.,Cancelado,Enzo Leão,Bryan Nascimento,False
584,2025-03-13,Posse de Drogas,Perspiciatis illum placeat aliquam.,Complementado,Diogo Rocha,Arthur Rios,False
585,2025-07-30,Receptação,Sequi quibusdam fuga reprehenderit consequatur praesentium magnam incidunt.,Arquivado,Carolina Caldeira,Sra. Maria Luiza da Cunha,False
586,2025-05-31,Tráfico de Drogas,Dolores sed necessitatibus ipsam ab voluptatibus eum nisi.,Complementado,Isabella Pinto,João Lucas Fogaça,False
587,2025-09-20,Outros,Occaecati necessitatibus repudiandae magnam.,Registrado,Sara Costa,Luiz Gustavo Nogueira,False
588,2025-07-22,Ameaça,Modi tenetur recusandae suscipit eligendi ex.,Registrado,Davi Luiz Aparecida,Théo Barbosa,False
589,2025-04-15,Injúria,Eveniet beatae saepe enim porro eaque ipsam.,Reaberto,Sarah Macedo,Maria Júlia Castro,False
590,2025-02-22,Tentativa de Suicídio,Sequi eligendi repudiandae ut ea.,Encaminhado,Eloá Viana,Cauê Vieira,False
591,2025-08-09,Encontro de Pessoa,Facilis iusto eius in assumenda.,Registrado,Ana Liz Cavalcanti,Ana Cecília Cavalcante,False
592,2025-01-28,Roubo,Nemo rem cumque repellendus iusto cupiditate.,Em Investigação,Carolina Borges,Vitor Hugo Rodrigues,False
593,2025-08-27,Desacato,Ratione veniam animi eligendi tenetur.,Concluído,Sra. Gabriela Casa Grande,Emanuelly Novaes,False
594,2025-01-01,Crime Cibernético,Velit temporibus quibusdam nulla accusamus voluptate libero.,Em Investigação,Jade Leão,Bruno Alves,False
595,2025-07-12,Dano,Quaerat quod laudantium modi explicabo.,Encaminhado,Ana Laura Abreu,Pietro Pacheco,False
596,2025-07-12,Posse de Drogas,Aliquid quas necessitatibus nulla iste laborum quos libero.,Suspenso,Maysa da Paz,Sr. João Vitor Sousa,False
597,2025-10-21,Desobediência,Veritatis architecto odit atque eligendi iure.,Em Investigação,Sr. Otávio da Cunha,Matheus da Cruz,False
598,2025-06-20,Posse de Drogas,Odio error eveniet suscipit a.,Aguardando Validação,Erick Machado,Manuella Rodrigues,False
599,2025-03-29,Tráfico de Drogas,Ratione illo esse.,Reaberto,Srta. Maria Fernanda da Mota,Diogo Siqueira,False
600,2025-09-06,Violação de Medida Protetiva,Fuga deleniti unde nemo quo.,Arquivado,Gael Rezende,Lunna Fonseca,False
601,2025-07-05,Encontro de Pessoa,Dolorum nulla deleniti dignissimos repellat placeat.,Suspenso,Sabrina Barbosa,Maria Liz Farias,False
602,2025-07-04,Receptação,Perferendis iusto aperiam veniam debitis.,Complementado,Miguel Mendes,Maya Farias,False
603,2025-03-22,Ameaça,Aut eos voluptas temporibus debitis sunt.,Complementado,Danilo Leão,Oliver Vargas,False
604,2025-09-12,Tráfico de Drogas,Neque cumque numquam reprehenderit repellat laboriosam.,Registrado,Pietra Rodrigues,Thiago da Cruz,False
605,2025-05-07,Receptação,A voluptatem blanditiis vitae.,Concluído,Arthur Gabriel da Cunha,Ana Luiza Santos,False
606,2025-02-16,Encontro de Cadáver,A nostrum quasi maiores deleniti illum.,Cancelado,Sra. Yasmin Câmara,Emanuelly Barros,False
607,2025-09-29,Receptação,Quod natus doloremque nihil nihil.,Concluído,Ana Julia Moura,Ana Carolina Sales,False
608,2025-04-20,Posse de Drogas,Repellat iusto hic rerum officia.,Aguardando Validação,Kamilly Fogaça,Bruno Nascimento,False
609,2025-04-27,Violação de Domicílio,Magnam veniam distinctio error sint.,Arquivado,Manuella Macedo,Ana Luiza Aragão,False
610,2025-03-14,Tentativa de Suicídio,Perspiciatis nihil expedita numquam maxime accusamus.,Reaberto,Gustavo Henrique Caldeira,Luna Castro,False
611,2025-09-10,Crime Cibernético,Natus suscipit voluptatibus praesentium id dolor.,Registrado,Marina Pires,Maysa Farias,False
612,2025-09-15,Fraude,Reiciendis unde rem.,Registrado,Srta. Ana Carolina Casa Grande,Maria Luísa Rezende,False
613,2025-09-11,Receptação,Delectus officia fugit eveniet ab nam libero.,Reaberto,Cauê Lopes,Sra. Catarina Albuquerque,False
614,2025-05-06,Tentativa de Suicídio,Libero expedita et dolor repudiandae.,Complementado,Luigi Pastor,Isis Peixoto,False
615,2025-06-14,Embriaguez ao Volante,Nemo sint error possimus est.,Suspenso,Rafael Nogueira,Enrico Andrade,False
616,2025-06-27,Tráfico de Drogas,Minima illum ea sit adipisci.,Arquivado,Vinícius Silva,Ágatha das Neves,False
617,2025-02-16,Desacato,Repellat suscipit dolorem.,Em Análise,Dra. Maria Júlia Ferreira,Sra. Gabrielly Souza,False
618,2025-02-22,Violação de Medida Protetiva,Provident beatae quod voluptatum qui amet.,Encaminhado,Melissa Cardoso,Sra. Clara Martins,False
619,2025-01-30,Outros,Occaecati necessitatibus dolorum esse similique.,Reaberto,Bruno Oliveira,Srta. Ísis Monteiro,False
620,2025-01-11,Furto,Delectus impedit et et facilis pariatur.,Aguardando Validação,Dra. Júlia Borges,Sr. Breno Sales,False
621,2025-04-11,Furto,Aliquid hic atque.,Concluído,Dra. Ana Clara Sá,Larissa da Mota,False
622,2025-04-13,Violência Doméstica,Earum amet sequi veniam praesentium occaecati voluptatum.,Reaberto,Maria Flor Nogueira,Cecília Barros,False
623,2025-05-11,Difamação,Sed laboriosam nesciunt officia corrupti recusandae fugit id.,Complementado,Diogo Mendonça,Pedro Lucas Vasconcelos,False
624,2025-09-26,Fraude,Ad delectus error.,Em Análise,Maria Sophia Araújo,Gael Henrique Moraes,False
625,2025-05-02,Crime Cibernético,Velit eveniet numquam placeat sint.,Em Investigação,João Lucas da Costa,Ana Carolina Lopes,False
626,2025-07-26,Tentativa de Suicídio,Iure reprehenderit facere reprehenderit perspiciatis quae repellat molestias.,Encaminhado,Gustavo Henrique Azevedo,Eloah Duarte,False
627,2025-04-30,Estelionato,Iusto temporibus earum quidem corrupti.,Concluído,Ryan Nunes,Bella da Luz,False
628,2025-01-05,Difamação,Ad facere perspiciatis quas rerum similique maxime velit.,Encaminhado,Mariah Fernandes,Yuri Mendonça,False
629,2025-09-12,Posse de Drogas,Nisi nam atque sed nam at assumenda.,Arquivado,Maysa Cassiano,Sra. Aylla Cassiano,False
