id,data_registro,tipo_ocorrencia,descricao,status,nome_declarante,nome_autor,deleted
449,2025-09-25,Vandalismo,Iste harum perferendis sapiente ipsa voluptates officiis.,Em análise,Pedro Miguel Fonseca,Davi Lucas da Cruz,False
450,2025-04-25,Perda,Deleniti molestias quam distinctio dignissimos autem assumenda.,Aberto,Luna Oliveira,Fernanda Leão,False
451,2025-09-05,Perda,Laudantium soluta iure.,Em análise,Clara da Rocha,Sra. Ana Clara Moreira,False
452,2025-07-14,Agressão,Ea exercitationem doloremque quidem error aut.,Fechado,Sr. Gustavo da Luz,Alícia Cardoso,False
453,2025-06-13,Vandalismo,In excepturi earum quia sint.,Aberto,Carlos Eduardo Fogaça,Sarah Costela,False
454,2025-06-02,Roubo,Nam sunt deleniti nostrum veniam.,Fechado,Dra. Sophie Mendonça,Caleb da Rocha,False
455,2025-05-16,Agressão,Asperiores eveniet nemo voluptas quidem itaque officiis itaque.,Em análise,Sra. Melina Correia,Isabel Silva,False
456,2025-06-02,Agressão,Laborum quae quibusdam voluptate nisi.,Em análise,Léo Almeida,Melina Nunes,False
457,2025-09-03,Roubo,Voluptatem nulla aperiam modi.,Em análise,Sr. Yuri Marques,Henry Sales,False
458,2025-10-09,Roubo,Voluptates quam natus doloremque deserunt eos laboriosam itaque.,Fechado,Ravi Lucca da Cruz,Léo da Mata,False
459,2025-06-19,Furto,Dolorum esse veritatis atque quaerat.,Em análise,Noah Andrade,Arthur Gabriel Nascimento,False
460,2025-04-01,Roubo,Consectetur ullam minima ea debitis soluta incidunt.,Aberto,Eduarda Alves,Sra. Isabel Gonçalves,False
461,2025-06-04,Agressão,Quaerat iste expedita odio dolorum incidunt possimus.,Aberto,Bryan Vargas,Gabrielly Nogueira,False
462,2025-08-23,Agressão,Deserunt accusamus itaque tenetur quam alias.,Fechado,Zoe Vasconcelos,José Pedro da Cruz,False
463,2025-10-05,Perda,Magni incidunt assumenda quisquam maiores quibusdam.,Em análise,Dr. João Gabriel Abreu,Sra. Gabriela Rios,False
464,2025-05-10,Furto,Aperiam voluptatem illo impedit.,Em análise,Sophie Ribeiro,Dr. João Vitor Fonseca,False
465,2025-02-10,Vandalismo,Natus tempora ipsum esse vel optio voluptate.,Em análise,Manuela da Rocha,Sr. Daniel Barbosa,False
466,2025-05-12,Vandalismo,Debitis soluta atque cumque ea similique occaecati sint.,Em análise,Marina Moura,Eloá Nunes,False
467,2025-05-29,Vandalismo,Aspernatur incidunt ipsa fugit ad quos.,Em análise,Carlos Eduardo Santos,Apollo Azevedo,False
468,2025-01-13,Perda,Voluptatum quo voluptatum distinctio inventore.,Aberto,Luiz Henrique Fernandes,Juliana Aragão,False
469,2025-02-11,Perda,Expedita atque earum minus tempore illo culpa odio.,Fechado,Nicolas Nunes,Antonella Pinto,False
470,2025-01-14,Agressão,Quidem magni debitis.,Em análise,Natália Macedo,Alexandre Nogueira,False
471,2025-05-28,Perda,Vel architecto quasi ducimus nostrum necessitatibus nulla.,Fechado,Heloísa Caldeira,Rafael das Neves,False
472,2025-02-11,Roubo,Pariatur modi cumque consequatur natus.,Aberto,Ana Lívia Araújo,Sr. Dom Ferreira,False
473,2025-01-06,Agressão,Modi asperiores facere sint aliquam provident cum.,Em análise,Eloá Alves,Thiago Araújo,False
474,2025-02-04,Vandalismo,Omnis quod ut dignissimos veniam.,Aberto,Pedro Henrique Pires,Mateus da Luz,False
475,2025-02-03,Perda,Ipsa ducimus numquam eius facere nesciunt recusandae.,Fechado,João Felipe Andrade,Rodrigo da Costa,False
476,2025-02-12,Perda,Voluptatibus sunt magnam saepe corporis ea minus.,Em análise,José Miguel Pires,Ayla Porto,False
477,2025-04-18,Agressão,Temporibus laborum iusto rem.,Fechado,Miguel Sá,Maria Sophia Araújo,False
478,2025-03-22,Vandalismo,Voluptatibus unde error praesentium officiis quos facere.,Fechado,Anthony Pacheco,Sarah Brito,False
479,2025-06-21,Roubo,Ducimus fuga eaque vel.,Fechado,Miguel Borges,Dr. Antony Albuquerque,False
480,2025-07-02,Agressão,Autem quibusdam ducimus odit iure optio inventore quod.,Em análise,Joana Souza,Raquel Sampaio,False
481,2025-01-09,Agressão,Aut alias deleniti.,Aberto,Ian Novais,Raquel Moreira,False
482,2025-04-03,Vandalismo,Quisquam ipsam dicta beatae atque.,Aberto,Helena Albuquerque,Dra. Cecilia Santos,False
483,2025-02-01,Perda,Exercitationem autem quia porro voluptatem eius.,Fechado,Dr. Yan Pires,Maria Fernanda Silva,False
484,2025-05-14,Furto,Voluptatem inventore error nemo.,Fechado,Davi Luiz da Conceição,Liam Rios,False
485,2025-04-12,Agressão,Architecto nihil vero provident cupiditate tempora.,Fechado,Diogo Gomes,Maria Eduarda da Mota,False
486,2025-06-03,Roubo,Vel possimus sapiente ab.,Aberto,Marcela Rezende,Erick Guerra,False
487,2025-06-30,Vandalismo,Repellendus adipisci ad eaque deleniti dicta eius.,Em análise,Maria Júlia Câmara,Dr. João Pedro Novais,False
488,2025-04-24,Perda,Sint dolor ullam.,Fechado,Amanda Duarte,Pedro Lucas da Paz,False
489,2025-04-10,Furto,Nam magnam perferendis corrupti.,Aberto,Kaique Campos,Ana Cecília Cavalcanti,False
490,2025-09-25,Roubo,Inventore ullam temporibus sapiente neque.,Aberto,Luigi Farias,Ísis Campos,False
491,2025-07-27,Vandalismo,Repellat dignissimos delectus cupiditate.,Fechado,Davi Lucas Cardoso,Ana Júlia Viana,False
492,2025-03-08,Vandalismo,Quis eaque accusamus dolorum amet.,Aberto,Lorena Ferreira,Carlos Eduardo das Neves,False
493,2025-01-12,Perda,Ipsam natus consequatur et ullam eos deserunt.,Em análise,Ana Júlia Fernandes,Alícia Sousa,False
494,2025-05-29,Roubo,Molestiae occaecati quod aliquam.,Aberto,Alexia Vargas,Enzo Sampaio,False
495,2025-09-05,Agressão,Odio nam ut.,Fechado,Lucca Nunes,Sra. Ana Laura Santos,False
496,2025-07-09,Agressão,Dolore distinctio consequuntur tempore maxime at.,Em análise,Daniel Teixeira,Allana Souza,False
497,2025-05-18,Agressão,Eum numquam quos nesciunt veniam culpa.,Aberto,Sr. Fernando Casa Grande,Beatriz das Neves,False
498,2025-05-26,Perda,Possimus cumque eum perferendis suscipit quia quis.,Aberto,Ana Carolina Sousa,Benício Rocha,False
499,2025-03-22,Roubo,Est esse nostrum dolores deserunt.,Em análise,Erick Albuquerque,Lorena Souza,False
500,2025-06-14,Perda,Vitae consequatur expedita minus eveniet soluta.,Em análise,Thales Oliveira,Sr. João Lucas Teixeira,False
501,2025-06-12,Perda,Deserunt perspiciatis ducimus ut vitae.,Fechado,Ana Carolina Vasconcelos,Diogo Pacheco,False
502,2025-06-13,Agressão,Numquam reiciendis beatae cum aperiam velit.,Aberto,Ana Beatriz Abreu,Alana Macedo,False
503,2025-07-05,Perda,Laboriosam nobis ut non facere maiores amet incidunt.,Fechado,Maria Gomes,Isaque Siqueira,False
504,2025-04-20,Furto,Sapiente nostrum suscipit quos repellat.,Aberto,Ana Sophia Monteiro,Maria Laura Silva,False
505,2025-03-12,Vandalismo,In error repudiandae sequi.,Em análise,João Ramos,Ana Cecília Vasconcelos,False
506,2025-04-01,Perda,Inventore iste facere debitis nam officiis unde.,Aberto,Stephany Nogueira,Theo Vargas,False
507,2025-08-27,Roubo,Praesentium eius accusamus provident odit assumenda.,Em análise,Emanuel da Cunha,Sr. Heitor Silva,False
508,2025-05-15,Perda,Eaque fugiat quibusdam molestiae aliquam.,Fechado,Maitê Rios,Lara Cassiano,False
509,2025-10-12,Furto,Repudiandae quibusdam in earum impedit quo.,Em análise,Caleb da Cunha,Melina Silva,False
510,2025-09-24,Roubo,Temporibus ad molestiae inventore iste.,Em análise,Rafael Gonçalves,Maysa Pastor,False
511,2025-09-19,Agressão,Inventore odio excepturi error nostrum corrupti.,Em análise,Emilly Azevedo,Maria Sophia Sousa,False
512,2025-01-21,Vandalismo,Vero in iusto eaque quae necessitatibus.,Fechado,Aylla Rodrigues,Dra. Allana da Luz,False
513,2025-04-12,Agressão,Odit fugit repellendus adipisci consequuntur veritatis.,Fechado,Stephany Macedo,Sophie da Rocha,False
514,2025-08-11,Furto,Consectetur dolorum minima quidem nobis architecto ipsam.,Aberto,Lara da Paz,Vicente Barros,False
515,2025-01-24,Vandalismo,Praesentium aperiam doloribus fuga omnis.,Aberto,Sra. Hellena Rezende,Ester Santos,False
516,2025-01-04,Agressão,Iusto laboriosam molestiae exercitationem omnis autem.,Fechado,Luiz Gustavo Aparecida,Maria Fernanda Guerra,False
517,2025-07-30,Roubo,Beatae provident iure ea reprehenderit id occaecati.,Em análise,Sara Sá,Maysa da Costa,False
518,2025-05-16,Roubo,Non cum vitae.,Fechado,Oliver Silveira,Lorena das Neves,False
519,2025-01-17,Agressão,Voluptates alias enim veritatis possimus.,Em análise,Olívia Dias,Dr. Juan Pinto,False
520,2025-08-05,Vandalismo,Repellat et mollitia sint.,Aberto,Srta. Nina da Conceição,Agatha Leão,False
521,2025-02-02,Vandalismo,Sint quidem delectus laudantium quam quia at.,Aberto,Maria Luiza Alves,Luigi Fernandes,False
522,2025-08-02,Perda,Nisi repellat voluptatem provident nostrum sunt.,Aberto,Júlia Gomes,Srta. Lorena Cirino,False
523,2025-08-05,Roubo,Nesciunt occaecati incidunt aperiam minus fugiat maxime.,Em análise,Allana Ribeiro,Dr. Marcelo Castro,False
524,2025-07-15,Furto,Natus nisi quibusdam reprehenderit consectetur neque vel.,Em análise,Heitor Santos,Helena Rodrigues,False
525,2025-05-07,Perda,Eligendi soluta nobis blanditiis.,Em análise,Sr. Ravi Machado,Dr. Levi Cavalcanti,False
526,2025-07-05,Roubo,Quisquam eligendi quibusdam eaque facere ipsam commodi suscipit.,Em análise,Lara Pacheco,Henry Gabriel da Conceição,False
527,2025-06-18,Perda,Laborum dicta ea nulla.,Fechado,Ana Carolina Araújo,Dra. Esther Cunha,False
528,2025-04-27,Furto,Modi dolor placeat in voluptate commodi aperiam.,Aberto,Vinícius Borges,Dra. Lorena Martins,False
529,2025-04-25,Furto,Esse ad repudiandae.,Em análise,Luiz Otávio Silveira,Vinicius Borges,False
530,2025-02-15,Agressão,Autem magnam doloribus natus aut repudiandae asperiores.,Fechado,Ana Sophia Sousa,Srta. Amanda Moreira,False
531,2025-07-03,Agressão,Veritatis cumque fugit totam eligendi aperiam dignissimos.,Aberto,Thales Vargas,Eduarda Cardoso,False
532,2025-06-17,Vandalismo,Dolorem saepe deleniti perspiciatis.,Em análise,Bella Sampaio,Dante Ferreira,False
533,2025-05-30,Roubo,Autem esse pariatur vitae rerum.,Em análise,Manuella Sampaio,Ana Lívia Rezende,False
534,2025-10-09,Furto,Hic quidem magnam nobis quidem officia vel.,Em análise,Francisco Pastor,Olívia Nascimento,False
535,2025-05-26,Agressão,Dolores necessitatibus modi accusantium quisquam quos.,Fechado,Henry Gabriel Sá,Maria Luísa Borges,False
536,2025-06-29,Vandalismo,Esse ipsa unde officiis.,Aberto,Anthony Gabriel Lopes,Dra. Evelyn Jesus,False
537,2025-05-07,Vandalismo,Repellat repellat officiis enim magnam explicabo non.,Aberto,Dra. Larissa Leão,Emanuel Sá,False
538,2025-03-24,Agressão,Architecto amet adipisci fugit.,Em análise,Srta. Ana Liz Câmara,Maria Fernanda Carvalho,False
539,2025-07-14,Furto,Quaerat facere quae numquam illo fugit veritatis.,Aberto,Lucca Almeida,Erick Fogaça,False
540,2025-05-16,Roubo,Quisquam praesentium adipisci quisquam illo ratione dignissimos quo.,Fechado,Carlos Eduardo Costa,Ravi Aparecida,False
541,2025-03-02,Roubo,Rerum beatae provident quod.,Aberto,Samuel da Rocha,Srta. Ana Luiza Farias,False
542,2025-03-21,Perda,Atque praesentium dignissimos eum.,Em análise,Benjamim Dias,Maria Cecília Costela,False
543,2025-07-07,Furto,Officiis odio perferendis quo provident laborum voluptatibus consequuntur.,Em análise,Heloísa Leão,Arthur Miguel da Rocha,False
544,2025-04-06,Vandalismo,Velit tenetur repudiandae.,Aberto,Dr. Yuri Alves,Ana Beatriz Azevedo,False
545,2025-09-23,Roubo,Ducimus modi occaecati.,Aberto,Ana Laura Aparecida,Olívia Rodrigues,False
546,2025-02-28,Vandalismo,Unde nihil minus.,Aberto,Dr. Mathias da Conceição,Dr. Vitor Hugo Vargas,False
547,2025-08-10,Perda,Facere consectetur aperiam recusandae asperiores laudantium ea.,Aberto,Ana Liz Nunes,Isabelly Fogaça,False
548,2025-07-02,Roubo,Quibusdam eum aliquam perspiciatis esse.,Aberto,Hadassa Caldeira,Antonella Pereira,False
549,2025-06-27,Agressão,Ipsa accusamus iste velit quasi numquam error.,Em análise,Agatha Gomes,Emanuel Teixeira,False
550,2025-09-03,Furto,Id praesentium occaecati excepturi eligendi laborum cum.,Aberto,João Pedro Moura,Dr. Isaac Câmara,False
551,2025-05-16,Agressão,Neque accusantium nemo atque unde atque nemo.,Em análise,Maria Júlia Garcia,Lorena Moura,False
552,2025-02-27,Perda,Occaecati cum excepturi esse.,Fechado,Dante Barros,Sra. Alana Carvalho,False
553,2025-08-13,Furto,Temporibus quis suscipit eum.,Aberto,Hellena Ramos,Dra. Ana Julia Alves,False
554,2025-05-24,Agressão,Impedit natus rem architecto.,Aberto,Felipe Vargas,Sr. Vinicius Peixoto,False
555,2025-03-23,Roubo,Minus facilis aspernatur cum.,Em análise,Srta. Ayla Pimenta,Nicolas Gonçalves,False
556,2025-03-26,Agressão,Minus excepturi repudiandae.,Aberto,Letícia Sampaio,Cecília Silveira,False
557,2025-02-15,Agressão,Occaecati explicabo laborum quos eveniet.,Em análise,Camila da Rosa,Sra. Sofia Moreira,False
558,2025-02-04,Roubo,Recusandae doloribus veritatis voluptatum adipisci adipisci.,Aberto,Milena Duarte,Antonella Cardoso,False
559,2025-04-23,Agressão,Velit sed vero doloribus dicta quaerat libero autem.,Fechado,Asafe Siqueira,Rafaela Sá,False
560,2025-06-29,Roubo,Ipsum aut laborum vitae voluptatum laudantium eveniet omnis.,Em análise,Bruna Leão,Maria Luísa Leão,False
561,2025-08-29,Roubo,Fuga architecto earum dicta.,Aberto,Aurora da Mota,Enzo Ribeiro,False
562,2025-01-17,Roubo,Ea mollitia libero fugiat.,Em análise,Sra. Ágatha Jesus,Bella Casa Grande,False
563,2025-10-09,Roubo,Nulla nam perferendis cumque.,Fechado,Davi Lucca Viana,Maria Isis Moura,False
564,2025-03-07,Furto,Eaque voluptatum reiciendis dolorem.,Em análise,Yan Vieira,Erick Viana,False
565,2025-10-06,Vandalismo,Quasi dignissimos corporis similique error maxime quae.,Aberto,João Felipe Lima,Caleb Rios,False
566,2025-04-21,Furto,Facere aperiam explicabo corrupti ipsam ipsum perferendis.,Aberto,Benício Rezende,Isis Sales,False
567,2025-09-09,Roubo,Iste nesciunt quis debitis possimus dolorem quia.,Em análise,Srta. Manuela Oliveira,Daniela Vargas,False
568,2025-06-25,Furto,Adipisci temporibus assumenda nemo fuga.,Fechado,Isabella Castro,Sr. João Casa Grande,False
569,2025-08-26,Perda,Architecto voluptatibus unde eligendi tenetur.,Aberto,Cauã Costela,Dr. Davi Nunes,False
570,2025-01-06,Perda,Consequuntur beatae libero beatae.,Fechado,Daniel Sousa,Maria Eduarda Montenegro,False
571,2025-01-24,Perda,Nesciunt dignissimos inventore.,Em análise,Davi Luiz Jesus,Eloah Castro,False
572,2025-01-17,Perda,Consectetur quam recusandae nihil occaecati inventore pariatur.,Fechado,Maysa Cavalcante,Dr. Eduardo Melo,False
573,2025-01-22,Perda,Illum fugiat atque dolorem repudiandae dolorum consequuntur.,Fechado,Maria Julia Souza,Elisa Gomes,False
574,2025-03-01,Furto,Laudantium doloremque minima sint ullam.,Em análise,Eduardo Ribeiro,Ester Porto,False
575,2025-09-14,Furto,Rem at aperiam officia dolorum numquam fuga reiciendis.,Em análise,Emanuella Rios,Kevin Azevedo,False
576,2025-08-03,Vandalismo,Consequatur sequi quisquam repudiandae dolore deserunt.,Em análise,Ravy Cunha,Carolina Cassiano,False
577,2025-03-06,Furto,Facilis consequuntur numquam autem.,Fechado,Manuella Rocha,Dra. Ana Carolina Araújo,False
578,2025-05-01,Furto,Minima dolore accusantium autem nisi fugiat.,Fechado,Lucca Pinto,Helena Nogueira,False
579,2025-07-12,Vandalismo,Officia reiciendis est velit porro.,Aberto,Luiz Otávio Oliveira,Liz Albuquerque,False
580,2025-07-14,Vandalismo,Nesciunt maiores suscipit ipsum consectetur quasi fugit exercitationem.,Em análise,Juliana Novais,Vinicius da Conceição,False
581,2025-08-05,Roubo,Officiis quas in nam.,Fechado,Renan Martins,Antonella Leão,False
582,2025-06-25,Roubo,Repellendus fugiat esse molestias.,Fechado,Fernando Costela,Srta. Clarice Aragão,False
583,2025-04-29,Roubo,Nemo quod illo sint suscipit libero.,Em análise,Zoe Sales,Gustavo Borges,False
584,2025-08-26,Perda,Tenetur aperiam autem blanditiis maxime debitis nam.,Em análise,Maria Isis Silva,Maria Sophia Garcia,False
585,2025-03-16,Furto,Aliquid inventore quidem possimus et architecto molestias.,Aberto,Sr. Oliver Caldeira,Pedro Lucas Farias,False
586,2025-03-16,Roubo,Rerum voluptates iure nam iusto.,Em análise,Pedro Lucas da Rosa,Nina Andrade,False
587,2025-04-25,Perda,Unde odit vel.,Aberto,Ana Luiza Sampaio,Nina Novais,False
588,2025-01-09,Perda,Vero voluptate dolore ipsum recusandae.,Aberto,Lorenzo Marques,Nicolas da Costa,False
589,2025-01-24,Furto,Illo nemo adipisci voluptatum asperiores dolor illum.,Fechado,Dr. Vicente da Rocha,Anthony Gabriel Cavalcante,False
590,2025-08-20,Furto,Maiores commodi accusamus nobis itaque nobis impedit esse.,Aberto,Benício Azevedo,Melina Moura,False
591,2025-05-22,Agressão,Fuga voluptates beatae nisi ex.,Em análise,Ana Sophia Cunha,Sophia Cardoso,False
592,2025-03-14,Agressão,Quos quod aspernatur amet.,Aberto,Benicio Cavalcante,Bianca Lopes,False
593,2025-01-25,Furto,Soluta ab nostrum nam.,Aberto,Asafe Mendes,Rael Melo,False
594,2025-08-26,Agressão,Aliquam blanditiis ut mollitia recusandae eveniet.,Fechado,Thales Silva,Emilly Porto,False
595,2025-05-23,Vandalismo,Quia natus ea ab laborum eveniet minima.,Aberto,Caroline Castro,Elisa da Conceição,False
596,2025-02-20,Roubo,Ea ad excepturi fugit.,Fechado,Sr. Heitor Pinto,Sr. Enzo Gabriel Costa,False
597,2025-08-23,Roubo,Ad fugiat quae dicta mollitia.,Em análise,Agatha Teixeira,Dr. Arthur Marques,False
598,2025-01-06,Perda,Nesciunt quas quam unde commodi ut debitis.,Fechado,Ravi Lima,Juliana Duarte,False
599,2025-09-23,Agressão,Sed officiis dolorem earum numquam modi et quis.,Em análise,Davi Lucca Cassiano,Maria Sophia Gomes,False
600,2025-02-08,Furto,Nihil dolor facilis corporis ipsa iste.,Aberto,Benjamim Monteiro,Léo Almeida,False
601,2025-09-24,Perda,Aut ab occaecati ducimus nihil in.,Em análise,Vitor Hugo Marques,Davi Miguel Jesus,False
602,2025-05-02,Vandalismo,Incidunt quia dolorum minima reiciendis.,Em análise,Antonella Moreira,Rhavi Rezende,False
603,2025-03-31,Vandalismo,Repudiandae ipsum dolorem saepe sed laboriosam.,Em análise,Maria Isis Ribeiro,Sr. Breno Aragão,False
604,2025-03-25,Furto,Aliquam labore magni pariatur dicta est.,Em análise,Bianca Abreu,Rebeca Rios,False
605,2025-03-09,Vandalismo,Incidunt cupiditate harum.,Em análise,Vitor Hugo Montenegro,Stella Nogueira,False
606,2025-07-08,Agressão,Adipisci veritatis odio iusto ut minus.,Aberto,Luigi Sá,Maria Isis Fonseca,False
607,2025-02-14,Furto,Dolorum soluta sed dolore.,Fechado,Bernardo Peixoto,Breno Sousa,False
608,2025-08-08,Furto,Voluptates voluptates laborum distinctio.,Aberto,Olivia Garcia,Dom da Mata,False
609,2025-05-07,Perda,Dolore sequi nisi aliquid.,Fechado,Stephany Barbosa,Nathan Ribeiro,False
610,2025-04-23,Vandalismo,Delectus suscipit reiciendis sunt.,Em análise,Ana Vitória Nascimento,Emanuelly Ramos,False
611,2025-04-26,Roubo,Sapiente nulla tenetur doloremque ratione ea velit debitis.,Em análise,Vicente Costela,Nicolas Leão,False
612,2025-01-25,Furto,Quod doloremque similique quod ipsam nulla.,Em análise,Sra. Aylla da Paz,Isis Garcia,False
613,2025-07-07,Roubo,Facere accusamus quaerat.,Em análise,Sr. João Guilherme Leão,Marcela Casa Grande,False
614,2025-01-10,Furto,Reprehenderit veritatis quibusdam nostrum.,Em análise,Heloísa Caldeira,Valentina Carvalho,False
615,2025-02-23,Roubo,Dolores nemo aut esse.,Em análise,Lavínia Silveira,Ryan Nogueira,False
616,2025-08-04,Agressão,Animi velit voluptatum at laborum.,Em análise,Anna Liz Farias,Maria Laura Souza,False
617,2025-02-22,Vandalismo,Pariatur necessitatibus molestiae corporis dolor nisi.,Em análise,Pedro Camargo,Carolina da Rosa,False
618,2025-02-02,Perda,Adipisci animi amet tempore inventore amet.,Aberto,Catarina Cavalcanti,Hellena Teixeira,False
619,2025-06-08,Roubo,Natus consequuntur soluta dolorem suscipit fuga.,Fechado,Rhavi Macedo,Natália Fogaça,False
620,2025-07-04,Agressão,Exercitationem ea nulla ea unde ad laudantium.,Em análise,Marcos Vinicius Moura,Zoe Rios,False
621,2025-07-04,Perda,Dolores dolor nobis adipisci non voluptas ratione explicabo.,Aberto,Júlia Leão,Agatha Montenegro,False
622,2025-05-26,Vandalismo,Culpa distinctio explicabo dignissimos excepturi.,Aberto,Ester Cassiano,Anthony Mendes,False
623,2025-07-06,Furto,Dolores eum quisquam eligendi repellat.,Aberto,Joaquim Alves,Dr. Matheus Costa,False
624,2025-05-14,Furto,Iure aspernatur aliquid perspiciatis alias.,Fechado,José Miguel Garcia,Juan Câmara,False
625,2025-08-29,Furto,Ipsa quaerat accusantium error reiciendis.,Aberto,Juliana Nunes,Sr. Renan Fernandes,False
626,2025-02-04,Furto,Consequatur reprehenderit repellendus soluta autem.,Fechado,Ana Vitória Casa Grande,Augusto Macedo,False
627,2025-05-18,Agressão,Sint molestias harum.,Em análise,Luiz Otávio da Costa,Luana Peixoto,False
628,2025-05-03,Roubo,Laboriosam id error consequuntur at quia vitae iure.,Fechado,Catarina Marques,Dra. Valentina Araújo,False
629,2025-09-17,Roubo,Explicabo recusandae ullam dolore saepe aspernatur atque.,Fechado,Renan da Rocha,Isis Pastor,False
630,2025-09-11,Perda,Necessitatibus ea nesciunt dicta.,Fechado,Isis Moreira,Pietro Siqueira,False
631,2025-04-19,Roubo,Asperiores molestiae tempore at omnis vero.,Em análise,Nicolas Abreu,Fernando Moraes,False
632,2025-02-23,Perda,Occaecati soluta expedita officiis consectetur suscipit.,Aberto,Maria Helena Costela,Dra. Helena Jesus,False
633,2025-04-05,Agressão,Doloremque earum delectus.,Aberto,Emanuelly Carvalho,Sr. Arthur Gabriel Aparecida,False
634,2025-07-16,Furto,Aliquam deleniti ab praesentium.,Fechado,Sofia Siqueira,Murilo Pacheco,False
635,2025-10-03,Vandalismo,Ducimus veniam sapiente aspernatur optio ullam assumenda.,Em análise,Letícia Silveira,Bento Souza,False
636,2025-10-04,Roubo,Soluta magni sit esse incidunt.,Fechado,Dante Câmara,Maitê Aparecida,False
637,2025-05-30,Perda,Modi autem illo minus.,Aberto,Sra. Sofia Fernandes,Dr. Luiz Felipe Abreu,False
638,2025-01-20,Agressão,Molestias odio similique libero enim ratione placeat.,Fechado,Rafael Cassiano,Francisco Abreu,False
639,2025-04-12,Roubo,Qui optio facere illum accusantium consequuntur facere.,Fechado,Sr. Heitor Carvalho,Rhavi Montenegro,False
640,2025-07-28,Furto,Natus laboriosam in sed rem vero.,Aberto,Clara Porto,Lucca Pinto,False
641,2025-03-15,Vandalismo,Odio vel maxime dolore.,Aberto,Davi Luiz Pimenta,Stephany Cunha,False
642,2025-09-18,Roubo,Quos deserunt eos sed illum.,Aberto,Fernanda Macedo,Gustavo Henrique Moreira,False
643,2025-09-10,Furto,Placeat temporibus nam repudiandae nam distinctio iste.,Fechado,Alícia Cirino,Diogo Fernandes,False
644,2025-03-23,Perda,Qui mollitia eum libero eos.,Em análise,Cecília Montenegro,Sr. Vitor Cirino,False
645,2025-09-17,Furto,Nihil facere minus perspiciatis porro culpa minus dolores.,Em análise,Bruna Araújo,João Guilherme Ribeiro,False
646,2025-09-06,Perda,Quaerat nisi veniam similique perspiciatis labore perferendis.,Aberto,Melina Casa Grande,André Cavalcante,False
647,2025-04-11,Vandalismo,Fugiat quasi perferendis dolor reiciendis quas fugit.,Em análise,Bárbara Azevedo,Henry Gabriel Macedo,False
648,2025-07-09,Vandalismo,Minima a necessitatibus maxime suscipit commodi quidem.,Em análise,Nicolas Cunha,Hellena Vasconcelos,False
649,2025-05-10,Perda,Illo iusto numquam.,Em análise,Emanuel Pereira,Dra. Julia Rezende,False
650,2025-05-31,Agressão,Molestias perferendis nemo dolorum.,Em análise,Lucas Gabriel Moraes,Dr. Lorenzo Barros,False
651,2025-03-22,Furto,Consequatur quas unde numquam sed fuga sit.,Em análise,Bella Pires,Noah Caldeira,False
652,2025-01-17,Furto,Nostrum vero quibusdam a.,Em análise,Isabella da Mata,Thomas das Neves,False
653,2025-04-25,Roubo,Est temporibus tempora nam.,Aberto,Srta. Ágatha Viana,Arthur Caldeira,False
654,2025-02-06,Agressão,Earum perspiciatis odio iusto odit occaecati rem atque.,Aberto,Alana Rezende,Gustavo Souza,False
655,2025-09-09,Perda,Distinctio architecto dicta ducimus quaerat.,Fechado,Bárbara Martins,Sr. Luiz Miguel Souza,False
656,2025-02-10,Furto,Atque ratione cumque soluta eius.,Aberto,Bento Porto,Ana Vitória Jesus,False
657,2025-08-12,Furto,Quaerat reiciendis itaque iure quis maiores.,Aberto,Alexandre Freitas,Bruno Novais,False
658,2025-08-28,Roubo,Et deserunt aspernatur vitae beatae non deleniti.,Em análise,Pietra Porto,Mateus Freitas,False
659,2025-04-21,Roubo,Cumque sint sed officia eos fuga.,Em análise,Ian Mendes,Dr. Luan Ramos,False
660,2025-05-24,Furto,Molestias temporibus ullam temporibus excepturi tempore.,Aberto,Vitor Vasconcelos,Manuela Silveira,False
661,2025-02-13,Roubo,Voluptate autem illum nostrum laborum nesciunt.,Aberto,Sra. Luana Lima,Luiz Gustavo Cunha,False
662,2025-02-07,Perda,Culpa at facere maiores minima veritatis aliquam mollitia.,Em análise,Pedro Lopes,Nicole Siqueira,False
663,2025-01-21,Vandalismo,Deserunt vitae iure reprehenderit corrupti sint accusantium.,Fechado,Lucas Gabriel Sousa,Camila Cirino,False
664,2025-06-26,Furto,Doloribus amet accusantium minus qui tempora suscipit.,Aberto,Oliver Cirino,Eduardo Machado,False
665,2025-09-09,Agressão,Tenetur fugiat facere nulla velit veniam repudiandae praesentium.,Aberto,Maria Clara Pastor,Diego Novais,False
666,2025-03-24,Roubo,Nostrum praesentium dolor deserunt temporibus libero illum.,Aberto,Bárbara Moraes,Laís Azevedo,False
667,2025-08-30,Furto,Quam adipisci occaecati suscipit.,Aberto,Benjamim Camargo,Dra. Helena Duarte,False
668,2025-03-28,Perda,A alias amet dolorem cupiditate ex doloremque quia.,Fechado,Antonella Leão,Vitor Gabriel Novaes,False
669,2025-07-15,Perda,Quo eius ratione.,Fechado,Isadora Brito,Luísa Marques,False
670,2025-10-05,Agressão,Libero labore totam earum numquam cumque laudantium consequuntur.,Aberto,Rhavi Peixoto,Isaque Pinto,False
671,2025-07-10,Perda,Necessitatibus magnam praesentium placeat unde cumque.,Aberto,Laura Martins,Maria Sophia Guerra,False
672,2025-05-03,Furto,Quae aperiam illo.,Fechado,Sra. Maria Liz Sampaio,Sra. Melina da Cunha,False
